term,indicator,glossed_as,page,pre_context,post_context
tezaamen,ofte,"ieder in het bezonder, dewelke",#+ NL-HaNA_1.04.02_10047_0138.xml,or„ die of Erve,"ieder in het bezonder, dewelke de komparan„ te teffens verklaarde"
tesamen,off,ider uit bij„ sonder /ordre,#+ NL-HaNA_1.04.02_10047_0141.xml,"vroed schap te Delft,",ider uit bij„ sonder /ordre off Erve / Na 't
/ordre,off,Erve / Na 't patria,#+ NL-HaNA_1.04.02_10047_0141.xml,ider uit bij„ sonder,Erve / Na 't patria ver„ sondenen aldaar met believen
„men,off,ider uit bijsonder ordre off,#+ NL-HaNA_1.04.02_10047_0142.xml,"te Delft, te sa„","ider uit bijsonder ordre off Erve voldaan te werden, /daaronder"
ordre,off,"Erve voldaan te werden, /daaronder",#+ NL-HaNA_1.04.02_10047_0142.xml,off ider uit bijsonder,"Erve voldaan te werden, /daaronder /Br tavia Jn't Casteel dato"
verneemen,of,"gezegde Tietgens, zijn vader heeft",#+ NL-HaNA_1.04.02_10047_0163.xml,om naar bewijs te,"gezegde Tietgens, zijn vader heeft of dood is, dog alles"
heeft,of,"dood is, dog alles vrugteloos,",#+ NL-HaNA_1.04.02_10047_0163.xml,"gezegde Tietgens, zijn vader","dood is, dog alles vrugteloos, zoo dat mejuffr uw deminde"
lekkasie,of,andere buiten gewoone en irremediable,#+ NL-HaNA_1.04.02_10048_0014.xml,meerdere onderwigten door zwaare,"andere buiten gewoone en irremediable toevalleer, buiten hun schuld of"
schuld,of,"plichtversuim veroorzaakt, aan Hunne Hoogedelheeden",#+ NL-HaNA_1.04.02_10048_0014.xml,"irremediable toevalleer, buiten hun","plichtversuim veroorzaakt, aan Hunne Hoogedelheeden overtewijzen; en dat daarom ook"
kognoscementen,of,recipissen aanteekening te laaten doen.,#+ NL-HaNA_1.04.02_10048_0015.xml,"bevonden wierden, bij de","recipissen aanteekening te laaten doen. Het kan zijn, dat zij,"
negootsie,of,soldij kantor want op alle,#+ NL-HaNA_1.04.02_10048_0016.xml,dan wel op het,soldij kantor want op alle deeze drie kantooren hadden zij
een,of,meermaalen ter week te raadpleegen,#+ NL-HaNA_1.04.02_10048_0018.xml,de Heeren Majores„ om,"meermaalen ter week te raadpleegen over de middelen, dienende tot"
konservaatsie,of,"herstelling van s. volks gezondheid,",#+ NL-HaNA_1.04.02_10048_0018.xml,"de middelen, dienende tot","herstelling van s. volks gezondheid, voldaan, en de Oppermeester had"
vraag,of,de retoerscheepen deezes e laa,#+ NL-HaNA_1.04.02_10048_0019.xml,reerd over de wigtige,de retoerscheepen deezes e laa #+ ---
order,of,"andere ver„ zeekerde berichten, die",#+ NL-HaNA_1.04.02_10048_0021.xml,ontvangst van Hunner Hoogedelheeden,"andere ver„ zeekerde berichten, die de depeche daar van kon„"
ijzer,of,steenen tot ballast. . .,#+ NL-HaNA_1.04.02_10048_0025.xml,namelijk 120000 - lb,steenen tot ballast. . . . . . . Lasten
sappan,of,Palliatourhout tot guar„ 2000. baalen,#+ NL-HaNA_1.04.02_10048_0025.xml,30. — 47000 „,Palliatourhout tot guar„ 2000. baalen kanneel a 2000 lb per
pakken,of,baalen lijnwaaten en kattoene gaarens„,#+ NL-HaNA_1.04.02_10048_0025.xml,- „ 20:— 400,baalen lijnwaaten en kattoene gaarens„ gekalkuleerd op 450 lb per
twintig,of,"dertig fluxe Malaiers, met een",#+ NL-HaNA_1.04.02_10048_0026.xml,het zelve vijf en,"dertig fluxe Malaiers, met een Drilmeester en een Oosterschen Officier"
examineeren,of,dezelven overeenquamen met de intentsie,#+ NL-HaNA_1.04.02_10048_0029.xml,om zijne vorderingen te,dezelven overeenquamen met de intentsie van de weledele Hoog achtbaare
Gequier„,of,van primo Juni 1789. Dit,#+ NL-HaNA_1.04.02_10048_0033.xml,het overlijden van kapitain,van primo Juni 1789. Dit verzoek hebben wij volgens ons
was,of,van den 1. e april,#+ NL-HaNA_1.04.02_10048_0034.xml,noch als Luitenant betaald,van den 1. e april #+ ---
afreekening,of,"aftrek van wisselgeld, en dat",#+ NL-HaNA_1.04.02_10048_0036.xml,"zoort van afkirting, van","aftrek van wisselgeld, en dat derhalven de dukaton, als de"
„daan,of,waarlijk aan gemelde regiment in,#+ NL-HaNA_1.04.02_10048_0037.xml,30 maart 1791 ge„,"waarlijk aan gemelde regiment in de betaaling, de dukaten hooger"
munt,of,ten minsten in zulke men,#+ NL-HaNA_1.04.02_10048_0040.xml,worden betaald in kopere,ten minsten in zulke men als de overige troepes van
stuxs,of,"een dukaton, die voor gasie",#+ NL-HaNA_1.04.02_10048_0040.xml,en dat elke 80,"een dukaton, die voor gasie aan het regiment worden betaald;"
dukaton,of,"80 stuivers, die voor de",#+ NL-HaNA_1.04.02_10048_0043.xml,is dat voor elke,"80 stuivers, die voor de voorschr: assignaatsien ten bedraagen van"
dukaton,of,"80: Stuivers, in voldoening van",#+ NL-HaNA_1.04.02_10048_0044.xml,"kotonel Meuron, voor elk","80: Stuivers, in voldoening van de voorschr: ƒ480'000, be„ „taald,"
approbaatsie,of,"dis- =approbaatsie hier ontvangen word,",#+ NL-HaNA_1.04.02_10048_0044.xml,af tot dat deeze,"dis- =approbaatsie hier ontvangen word, voor elke 66 stuivers aan"
hij,off,#+ --- #+ ---,#+ NL-HaNA_1.04.02_10048_0045.xml,"van in silver, gelijk",#+ ---
vermindering,of,onkosten. „ 3/ Dat het,#+ NL-HaNA_1.04.02_10048_0047.xml,zon„ der eenige andere,"onkosten. „ 3/ Dat het tweede artikel onzer besluiten, betreklijk"
approbaatsie,of,des approbaatsie op deeze resoluuitsie,#+ NL-HaNA_1.04.02_10048_0049.xml,Jongstl: tot dat de,"des approbaatsie op deeze resoluuitsie komt;, de gasie aan het"
munt,of,"u die munt, waar in",#+ NL-HaNA_1.04.02_10048_0049.xml,stuivers indias en kopere,"u die munt, waar in de andere troepes worden betaald,"
Zeeventienen,of,"veere uweledele achtbaare, daar op",#+ NL-HaNA_1.04.02_10048_0049.xml,edele Hoog achtbaare Heeren,"veere uweledele achtbaare, daar op wierde afgewagt, zoo hebben wij"
aanschouw,of,"ook in vergelijking van andere,",#+ NL-HaNA_1.04.02_10049_0008.xml,en naar den uijterlijken,"ook in vergelijking van andere, en insonderheijt de jongst voorgaande„"
maar„,of,men #+ --- men #+ ---,#+ NL-HaNA_1.04.02_10049_0008.xml,zijnde wanneer men het,men #+ ---
---,of,men soude sij dogten asen,#+ NL-HaNA_1.04.02_10049_0009.xml,#+,men soude sij dogten asen droge inden: de Redenen wijst
Iaar,of,"twee vreede hadde, en daar",#+ NL-HaNA_1.04.02_10049_0009.xml,eens weder voor een,"twee vreede hadde, en daar na, weder het selfde spul"
Inkomsten,of,winsten. So is het med,#+ NL-HaNA_1.04.02_10049_0010.xml,"grote Lasten, en geen","winsten. So is het med Ceijlon gelegen, wanneer de Comp:"
Schillen,of,andere diensten verrigten ? tot,#+ NL-HaNA_1.04.02_10049_0011.xml,Landen geen Canneel wilde,andere diensten verrigten ? tot een overtuijgend bewijs hoe arrogant
weet,of,de Comp: med het sacrifieeren,#+ NL-HaNA_1.04.02_10049_0012.xml,"27:' September, en wie",de Comp: med het sacrifieeren van een paar Jaren winsten
winsten,of,"inkomsten, en het hazardeeren van",#+ NL-HaNA_1.04.02_10049_0012.xml,van een paar Jaren,"inkomsten, en het hazardeeren van een paar millioenen of veelligt"
millioenen,of,veelligt nog al veel minder,#+ NL-HaNA_1.04.02_10049_0012.xml,hazardeeren van een paar,"veelligt nog al veel minder aan onkosten, niet voor altoos"
en,of,sulk een spoedig en violent,#+ NL-HaNA_1.04.02_10049_0012.xml,gelijk eertijdts te zegenen:,"sulk een spoedig en violent remedie, al is het wat"
dit,of,dat bij der hand genomen,#+ NL-HaNA_1.04.02_10049_0015.xml,is naadsaalm. egter moeten,dat bij der hand genomen worden of de Comp: heeft
worden,of,de Comp: heeft nets aan,#+ NL-HaNA_1.04.02_10049_0015.xml,bij der hand genomen,de Comp: heeft nets aan Ceijlon sonder een volstrekte noodsakelijkheijt
twee,of,drie jaren voor een veragteringe,#+ NL-HaNA_1.04.02_10049_0015.xml,dat men om de,drie jaren voor een veragteringe van drie tonnen gouds een
vijff,of,ses scheepen in het water,#+ NL-HaNA_1.04.02_10049_0015.xml,"gemaakt werden, ten minsten","ses scheepen in het water houde, die aan het hazard"
5.,of,"6. millioenen pagoden, of 10.",#+ NL-HaNA_1.04.02_10049_0017.xml,die zij wel op,"6. millioenen pagoden, of 10. millioenen aan rijxdaalders begroten, waar"
pagoden,of,"10. millioenen aan rijxdaalders begroten,",#+ NL-HaNA_1.04.02_10049_0017.xml,5. of 6. millioenen,"10. millioenen aan rijxdaalders begroten, waar bij de arreek van"
aangenomen,of,anders door haar selfs derwaarts,#+ NL-HaNA_1.04.02_10049_0018.xml,tegens de Chormandelse prijs,"anders door haar selfs derwaarts vervoert soude moeten werden, gelijk"
drie,of,vier inlandsche vaartuijgen van putulang,#+ NL-HaNA_1.04.02_10049_0019.xml,haar te permitteeren Iaarlijks,vier inlandsche vaartuijgen van putulang med 'sComp:s passen naar de
hebben,of,dat zij door de vreese,#+ NL-HaNA_1.04.02_10049_0019.xml,in 't geheel open,dat zij door de vreese voor sComp:s magt en gramschap
en,of,et opaeren de heeren deigd,#+ NL-HaNA_1.04.02_10049_0020.xml,texct aangewesen. deg het,et opaeren de heeren deigd in 't geheel niet om
middelen,of,"uijtsigten zyn, die de Comp:",#+ NL-HaNA_1.04.02_10049_0025.xml,dat 'er nog twee,"uijtsigten zyn, die de Comp: mooglijk veel souden kunnen helpen,"
buirman,of,vijand van tae buijten./ en,#+ NL-HaNA_1.04.02_10049_0026.xml,en 9„e een redoutabel,vijand van tae buijten./ en om doorde eese den koning
tesien,of,het niet mogelijk soude wesen,#+ NL-HaNA_1.04.02_10049_0026.xml,"der regeeringe binnen slands,",het niet mogelijk soude wesen instede van een twee koningen
onsekerheijt,of,men wel eenig avantage van,#+ NL-HaNA_1.04.02_10049_0029.xml,de eene om de,men wel eenig avantage van naam op haar soude kunnen
is,of,men het spul wel meester,#+ NL-HaNA_1.04.02_10049_0029.xml,omdat het seer onseker,"men het spul wel meester soude blijven, om het Land"
konde,of,"wilde hebben, om dat dese",#+ NL-HaNA_1.04.02_10049_0029.xml,al eens weder vreede,"wilde hebben, om dat dese kale gemeente eens aan 't"
voordeel,of,"genot van so groote kosten,",#+ NL-HaNA_1.04.02_10049_0030.xml,jaren nog het regte,"genot van so groote kosten, als tot dit middel gehoren,"
aand'eene,of,andere kant eerst weder tot,#+ NL-HaNA_1.04.02_10049_0031.xml,toesiende dat men het,andere kant eerst weder tot stilstand kreeg. #+ ---
bedrijff,of,opgave geen andere verwag„ ting,#+ NL-HaNA_1.04.02_10049_0048.xml,uw Ed hoog agtb:,"opgave geen andere verwag„ ting van mij tedoen formeeren, dan"
Contract,of,"reglement, niet alleen de besittingen",#+ NL-HaNA_1.04.02_10049_0052.xml,tzij bij wege van,"reglement, niet alleen de besittingen van de Comp eenmael vast"
twee,of,drie jaren sulke scholken te,#+ NL-HaNA_1.04.02_10049_0053.xml,"tewerden, en om de",drie jaren sulke scholken te lijden als zij nu eenige
hier,of,op Gale in der tijdt,#+ NL-HaNA_1.04.02_10049_0067.xml,als dat den„ selven,op Gale in der tijdt een nieuwe schaal aanstuurboord zal
onnut,of,"med Ledigheijt wierd doorgebragt, want",#+ NL-HaNA_1.04.02_10049_0068.xml,#+ --- ook niet,"med Ledigheijt wierd doorgebragt, want den 16. naar tutucorijn vertrokken"
tesien,of,"ik ondertussen dendraad mogte vinden,",#+ NL-HaNA_1.04.02_10049_0074.xml,"uuren tot beraad, om","ik ondertussen dendraad mogte vinden, waar door men uijt dit"
aan,of,den 24. ' wederom de,#+ NL-HaNA_1.04.02_10049_0074.xml,"geraken, en sdaags daar",den 24. ' wederom de leden vanden Politiquen raad bij
francen,of,Engelsen van Chormandel haar personage,#+ NL-HaNA_1.04.02_10049_0075.xml,vermoeder bevangen dat de,"Engelsen van Chormandel haar personage onder dese troublen speelden, 300."
4.,of,"5000. militairen med ijpenroode gedaan,",#+ NL-HaNA_1.04.02_10049_0075.xml,excessiven sprooken Eijsch van,"5000. militairen med ijpenroode gedaan, na gedagten in de uijtterste"
sien,of,men de verval„ lene zaken,#+ NL-HaNA_1.04.02_10049_0077.xml,"werk teslaan, om te","men de verval„ lene zaken soude kunnen herstellen, maar het"
---,of,ik als Commissaris dan wel,#+ NL-HaNA_1.04.02_10049_0080.xml,#+,ik als Commissaris dan wel als permanent Gouverneur alhier was
is,of,dat zij meeer ontsag hebben,#+ NL-HaNA_1.04.02_10049_0080.xml,den inwoonder niet behaaglijk,dat zij meeer ontsag hebben voor den blyjvenden als gaanden
Comp:,off,nu het ordinaire wispelturige huneur,#+ NL-HaNA_1.04.02_10049_0080.xml,de ingeseten van de,"nu het ordinaire wispelturige huneur der gemeente, altijdt op hoope"
dan,of,een gelukkige. #+ --- een gelukkige. #+ ---,#+ NL-HaNA_1.04.02_10049_0080.xml,"veel erger worden konde,",een gelukkige. #+ ---
twee,of,drie dagen vroeger door twee,#+ NL-HaNA_1.04.02_10049_0082.xml,hadde opgesonden wierd wel,drie dagen vroeger door twee mohandirans van het hoft van
8.,of,10. dagen is het daarmede,#+ NL-HaNA_1.04.02_10049_0082.xml,dog naar verloop van,10. dagen is het daarmede merkelijk gebetert; hier op sond
paresse,of,"verschijninge, die ik van gedagten",#+ NL-HaNA_1.04.02_10049_0082.xml,"zouden, op de Generale","verschijninge, die ik van gedagten ben naar het aflopen vanden"
mij,of,"de comp: quamen temaken, en",#+ NL-HaNA_1.04.02_10049_0083.xml,de Chialiassen maar voor,"de comp: quamen temaken, en dat ik hier op almede"
12.,of,1300. balen die aande portier,#+ NL-HaNA_1.04.02_10049_0085.xml,mogte inkrijgen om de,1300. balen die aande portier van de kleine kamers van
eenen,of,meer kiesen moet om sodanigen,#+ NL-HaNA_1.04.02_10049_0085.xml,en indien ik ir,meer kiesen moet om sodanigen functie of Caracter te bekleeden
functie,of,Caracter te bekleeden sal hij,#+ NL-HaNA_1.04.02_10049_0085.xml,kiesen moet om sodanigen,Caracter te bekleeden sal hij niet van het getal wesen
haar,of,"ongunst, en ook geene van",#+ NL-HaNA_1.04.02_10049_0086.xml,geen particuliere Consideratien van,"ongunst, en ook geene van Gunst dan de geene die"
niet,of,hij sal in de erlanginge,#+ NL-HaNA_1.04.02_10049_0086.xml,"staat, so twijffele ik",hij sal in de erlanginge van. #+ ---
voor,of,omtrent medio September tesullen kunnen,#+ NL-HaNA_1.04.02_10049_0088.xml,dat ik gisse wel,omtrent medio September tesullen kunnen geschieden. dit is het geene
deselve,ofte,de #+ --- de #+ ---,#+ NL-HaNA_1.04.02_10049_0093.xml,"en twijffelinge, die uijt",de #+ ---
ligt,of,gemakkelijk te decideeren wat de,#+ NL-HaNA_1.04.02_10049_0094.xml,het valt met seer,gemakkelijk te decideeren wat de Comp: hier te Lande soude
dese,of,Eenige andere wijsen ten laatsten,#+ NL-HaNA_1.04.02_10049_0094.xml,"moede temaken, om op","Eenige andere wijsen ten laatsten van ons almede ontslagen, te"
vreede,of,"welstand diend, als wij haar",#+ NL-HaNA_1.04.02_10049_0095.xml,het geene tot haren,"welstand diend, als wij haar gunst souden kunnen ontbeeren, om"
ons,of,bij een andere mogentheijt beter,#+ NL-HaNA_1.04.02_10049_0095.xml,hoop om het sonder,"bij een andere mogentheijt beter te sullen hebben, waarinne zy"
situatie,of,natuur van het land selfs,#+ NL-HaNA_1.04.02_10049_0096.xml,het gemak dat de,natuur van het land selfs daartoe geeft dit rijk wel
benauwt,of,"uijtgemergelt zynde, al geen beter",#+ NL-HaNA_1.04.02_10049_0096.xml,van hare agter„ buuren,"uijtgemergelt zynde, al geen beter uijtweg souden weten, indien desselfs"
zoude,of,men zoude debeneden Landen ten,#+ NL-HaNA_1.04.02_10049_0097.xml,lange med Ceylon duuren,men zoude debeneden Landen ten proije van de gaande en
vaniteit,of,voor oordeel omtrent onse eijgene,#+ NL-HaNA_1.04.02_10049_0097.xml,goed regt en Sonder,"voor oordeel omtrent onse eijgene natie temogen poseeren, volgt uijt"
deesen,of,"andere Europesche natien, die daartoe",#+ NL-HaNA_1.04.02_10049_0098.xml,"#+ --- franschen,","andere Europesche natien, die daartoe in Consideratie kunnen komen, med"
g'eert,of,Liever geviert soude worden als,#+ NL-HaNA_1.04.02_10049_0098.xml,geen monarchiquen staat soveel,"Liever geviert soude worden als van ons, die alleen door"
wij,of,"de onse, veel min dat",#+ NL-HaNA_1.04.02_10049_0098.xml,"de zonne afkomstig, als","de onse, veel min dat zij med zo veel geduld"
sementen,of,een weijnig by forme van.,#+ NL-HaNA_1.04.02_10049_0101.xml,van de eerste etablis„,een weijnig by forme van. - #+ ---
stijden,of,de dagen onser kindsheijt dagen,#+ NL-HaNA_1.04.02_10049_0102.xml,"g'estabileert is, de Eerste",de dagen onser kindsheijt dagen van inschikkelykheijt en sagtmoedigheijt zijn
Corles,of,provintien die bi voorsz: resolutien,#+ NL-HaNA_1.04.02_10049_0110.xml,het overgeven van eenige,"provintien die bi voorsz: resolutien werden opgenoemt, niet eens tepaijen"
tepaijen,of,in een goeden Luijm tebrengen,#+ NL-HaNA_1.04.02_10049_0110.xml,"werden opgenoemt, niet eens","in een goeden Luijm tebrengen is geweest, en ten anderen"
tecritiseeren,of,"te excipieeren viel, Item dat",#+ NL-HaNA_1.04.02_10049_0111.xml,de uijtvoeringe niets meer,"te excipieeren viel, Item dat dit Laatste wat het candiase"
Singia,ofte,"den ceijlonsen koning, tot wiens",#+ NL-HaNA_1.04.02_10049_0113.xml,de rekening van Radja,"den ceijlonsen koning, tot wiens faveur deselve bevorens wierd gebragt"
beschreven,of,met een possessie daar nog,#+ NL-HaNA_1.04.02_10049_0114.xml,"haak, dat is ofwettig",met een possessie daar nog so veele kentekens toe gehoren
dan,of,deselve op 't parquement med,#+ NL-HaNA_1.04.02_10049_0114.xml,"vreede konde werden onderhouden,",deselve op 't parquement med alle hare conditien beschreven stond;
Bekker,of,den insteller van voorsz: memorie,#+ NL-HaNA_1.04.02_10049_0118.xml,Hadde nu den heer,den insteller van voorsz: memorie die naderhand selfs het niet
hoop,of,eijgentlijk de goede woorden waarmede,#+ NL-HaNA_1.04.02_10049_0119.xml,bij gevoegt dat dese,eijgentlijk de goede woorden waarmede men het hoff gepaaijt hadde
als,of,men haar de keel wilde,#+ NL-HaNA_1.04.02_10049_0121.xml,en het selfde was,men haar de keel wilde toebinden en of het niet
en,of,het niet genoeg was dat,#+ NL-HaNA_1.04.02_10049_0121.xml,de keel wilde toebinden,het niet genoeg was dat de comp: genoegsaam alomme meester
mallapalla's,of,sekere thuijnen en Landerijen doenmaals,#+ NL-HaNA_1.04.02_10049_0122.xml,"pass=o tevinden, aangaande de",sekere thuijnen en Landerijen doenmaals aan de Comp: getrokken en
als,of,men een boom alle zijne,#+ NL-HaNA_1.04.02_10049_0122.xml,sig selfs also weijnig,men een boom alle zijne vrugten laat voldragen die van
gehaalt,of,Eenige uijt zijne opvolgers. —,#+ NL-HaNA_1.04.02_10049_0126.xml,so hoog intop heeft,Eenige uijt zijne opvolgers. — #+ ---
inlander,of,ingesiten van de beneden Landen,#+ NL-HaNA_1.04.02_10049_0131.xml,hoe discreet ook den,"ingesiten van de beneden Landen behandelt werden mogte, het hoft"
dese,of,geene wijse tevexeeren ten ware,#+ NL-HaNA_1.04.02_10049_0132.xml,de comp: altydt op,geene wijse tevexeeren ten ware die wederom door den koning
Contract,of,hoe men het anders noemen,#+ NL-HaNA_1.04.02_10049_0134.xml,aangaan van een goed,hoe men het anders noemen mag alles omtrent de Limiten
toestemminge,ofwel,onder de ratificatie of guarantie,#+ NL-HaNA_1.04.02_10049_0134.xml,en hare onderdanen med,onder de ratificatie of guarantie van het hoff sodanig te
ratificatie,of,guarantie van het hoff sodanig,#+ NL-HaNA_1.04.02_10049_0134.xml,toestemminge ofwel onder de,"guarantie van het hoff sodanig te reguleeren, dat men niet"
als,of,men een oud huijs med,#+ NL-HaNA_1.04.02_10049_0135.xml,effective niet anders is,men een oud huijs med veele kostelijke verwen telkens nieuw
mogelijkheijt,of,"ommogelijkheijt gecontrover„ teert, en de",#+ NL-HaNA_1.04.02_10049_0136.xml,al soudeenigmalen over dies,"ommogelijkheijt gecontrover„ teert, en de resolutie van a=o 1681. ,"
verhuijsen,of,in deselve soude willen divnigen,#+ NL-HaNA_1.04.02_10049_0137.xml,maccassible gebergtens soude doen,in deselve soude willen divnigen een volk dat in meenigte
koning,ofte,Ragia Singias op volger was,#+ NL-HaNA_1.04.02_10049_0139.xml,van den doenmaligen nieuwen,Ragia Singias op volger was geweest:„ So hebbe „ ik
aftestaan,of,bij Contract „ overtelaten; het,#+ NL-HaNA_1.04.02_10049_0139.xml,eenig „Land aande Comp:,bij Contract „ overtelaten; het tweede datse sullen willen „ten
geheel,of,"ten deele tewille te zijn,",#+ NL-HaNA_1.04.02_10049_0139.xml,het Laatste in 't,"ten deele tewille te zijn, omtrent het eerste ook niets"
